i,word,freq,ipa,xsampa
250,دەربارەی,535,"['d', 'ɛ', 'ɾ', 'b', 'a', 'ɾ', 'ɛ', 'iː']","['d', 'E', '4', 'b', 'a', '4', 'E', 'i:']"
253,کتێبی,530,"['k', 't', 'e', 'b', 'iː']","['k', 't', 'e', 'b', 'i:']"
254,جیاواز,525,"['d͡ʒ', 'iː', 'a', 'u', 'a', 'z']","['dZ', 'i:', 'a', 'u', 'a', 'z']"
255,دی,524,"['d', 'iː']","['d', 'i:']"
256,شێوازی,522,"['ʃ', 'e', 'u', 'a', 'z', 'iː']","['S', 'e', 'u', 'a', 'z', 'i:']"
257,وڵاتە,522,"['u', 'ɫ', 'a', 't', 'ɛ']","['u', '5', 'a', 't', 'E']"
259,گۆرانی,515,"['ɡ', 'o', 'ɾ', 'a', 'n', 'iː']","['g', 'o', '4', 'a', 'n', 'i:']"
260,گەورەی,514,"['ɡ', 'ɛ', 'u', 'ɾ', 'ɛ', 'iː']","['g', 'E', 'u', '4', 'E', 'i:']"
261,بەشداری,513,"['b', 'ɛ', 'ʃ', 'd', 'a', 'ɾ', 'iː']","['b', 'E', 'S', 'd', 'a', '4', 'i:']"
262,سی,511,"['s', 'iː']","['s', 'i:']"
263,یەکێکە,511,"['j', 'e', 'k', 'e', 'k', 'ɛ']","['j', 'e', 'k', 'e', 'k', 'E']"
264,جگە,510,"['d͡ʒ', 'ɡ', 'ɛ']","['dZ', 'g', 'E']"
265,دەکەوێتە,509,"['d', 'ɛ', 'k', 'ɛ', 'u', 'e', 't', 'ɛ']","['d', 'E', 'k', 'E', 'u', 'e', 't', 'E']"
266,کۆمپانیای,509,"['k', 'o', 'm', 'p', 'a', 'n', 'iː', 'a', 'iː']","['k', 'o', 'm', 'p', 'a', 'n', 'i:', 'a', 'i:']"
267,گەورەترین,509,"['ɡ', 'ɛ', 'u', 'ɾ', 'ɛ', 't', 'ɾ', 'iː', 'n']","['g', 'E', 'u', '4', 'E', 't', '4', 'i:', 'n']"
268,لەژێر,505,"['l', 'ɛ', 'ʒ', 'e', 'ɾ']","['l', 'E', 'Z', 'e', '4']"
269,باسی,503,"['b', 'a', 's', 'iː']","['b', 'a', 's', 'i:']"
270,سیاسی,503,"['s', 'iː', 'a', 's', 'iː']","['s', 'i:', 'a', 's', 'i:']"
272,وشەی,501,"['u', 'ʃ', 'ɛ', 'iː']","['u', 'S', 'E', 'i:']"
